as_of,target_quarter,target_quarter_date,qoq_growth_forecast,qoq_actual,qoq_error,direction_correct,n_months_in_quarter,n_series_selected
2026-03-30,2026 Q1,2026-03-01,0.7376647909170375,0.286228081163231,0.4514367097538065,TRUE,3,12
2026-04-06,2026 Q1,2026-03-01,0.7876904060521528,0.286228081163231,0.5014623248889218,TRUE,3,12
2026-04-13,2026 Q1,2026-03-01,0.7876904060521528,0.286228081163231,0.5014623248889218,TRUE,3,12
2026-04-20,2026 Q1,2026-03-01,0.8553108890647334,0.286228081163231,0.5690828079015025,TRUE,3,12
2026-04-27,2026 Q1,2026-03-01,0.8553108890647334,0.286228081163231,0.5690828079015025,TRUE,3,12
2026-05-04,2026 Q1,2026-03-01,0.8611962445972012,0.286228081163231,0.5749681634339703,TRUE,3,12
2026-05-11,2026 Q1,2026-03-01,0.8603581278247625,0.286228081163231,0.5741300466615316,TRUE,3,12
2026-05-18,2026 Q1,2026-03-01,0.8594849612932601,0.286228081163231,0.5732568801300291,TRUE,3,12
2026-05-25,2026 Q1,2026-03-01,0.8594849612932601,0.286228081163231,0.5732568801300291,TRUE,3,12
2026-06-01,2026 Q2,2026-06-01,0.3560128869822401,0.419502712698061,-0.0634898257158209,TRUE,2,12
2026-06-08,2026 Q2,2026-06-01,0.35099130248253396,0.419502712698061,-0.06851141021552704,TRUE,2,12
2026-06-15,2026 Q2,2026-06-01,0.3009520159650457,0.419502712698061,-0.11855069673301527,TRUE,3,12
2026-06-22,2026 Q2,2026-06-01,0.3009520159650457,0.419502712698061,-0.11855069673301527,TRUE,3,12
2026-06-29,2026 Q2,2026-06-01,0.3009520159650457,0.419502712698061,-0.11855069673301527,TRUE,3,12
2026-07-06,2026 Q2,2026-06-01,0.2657990490148499,0.419502712698061,-0.1537036636832111,TRUE,3,12
2026-07-13,2026 Q2,2026-06-01,0.2657990490148499,0.419502712698061,-0.1537036636832111,TRUE,3,12
2026-07-20,2026 Q2,2026-06-01,0.4697765978211499,0.419502712698061,0.05027388512308889,TRUE,3,12
2026-07-27,2026 Q2,2026-06-01,0.4697765978211499,0.419502712698061,0.05027388512308889,TRUE,3,12
2026-08-03,2026 Q2,2026-06-01,0.46953862474833724,0.419502712698061,0.05003591205027624,TRUE,3,12
2026-08-10,2026 Q2,2026-06-01,0.46658501871206015,0.419502712698061,0.04708230601399915,TRUE,3,12
2026-08-17,2026 Q2,2026-06-01,0.46612967209520134,0.419502712698061,0.046626959397140344,TRUE,3,12
2026-08-24,2026 Q2,2026-06-01,0.46612967209520134,0.419502712698061,0.046626959397140344,TRUE,3,12
2026-08-31,2026 Q3,2026-09-01,0.7193332254093632,NA,NA,NA,2,12
2026-09-07,2026 Q3,2026-09-01,0.7193332254093632,NA,NA,NA,2,12
