as_of,target_quarter,target_quarter_date,qoq_growth_forecast,qoq_actual,qoq_error,direction_correct,n_months_in_quarter,n_series_selected,next_target_quarter,next_target_quarter_date,qoq_growth_forecast_next,qoq_actual_next,n_months_in_next_quarter
2012-12-17,2012 Q4,2012-12-01,0.3597133360809157,0.5957,-0.2359866639190843,TRUE,3,12,NA,NA,NA,NA,NA
2012-12-24,2012 Q4,2012-12-01,0.3597133360809157,0.5957,-0.2359866639190843,TRUE,3,12,NA,NA,NA,NA,NA
2012-12-31,2012 Q4,2012-12-01,0.3312602522889555,0.5957,-0.2644397477110445,TRUE,3,12,NA,NA,NA,NA,NA
2013-01-07,2012 Q4,2012-12-01,0.3312602522889555,0.5957,-0.2644397477110445,TRUE,3,12,NA,NA,NA,NA,NA
2013-01-14,2012 Q4,2012-12-01,0.3276450522080761,0.5957,-0.2680549477919239,TRUE,3,12,NA,NA,NA,NA,NA
2013-01-21,2012 Q4,2012-12-01,0.3026726147334597,0.5957,-0.2930273852665403,TRUE,3,12,2013 Q1,2013-03-01,0.44056539273321627,0.5535,1
2013-01-28,2012 Q4,2012-12-01,0.3026726147334597,0.5957,-0.2930273852665403,TRUE,3,12,2013 Q1,2013-03-01,0.44056539273321627,0.5535,1
2013-02-04,2012 Q4,2012-12-01,0.28718488063068565,0.5957,-0.30851511936931436,TRUE,3,12,2013 Q1,2013-03-01,0.3990291236314386,0.5535,1
2013-02-11,2012 Q4,2012-12-01,0.2871198357271209,0.5957,-0.3085801642728791,TRUE,3,12,2013 Q1,2013-03-01,0.3933013487078988,0.5535,1
2013-02-18,2012 Q4,2012-12-01,0.28940281241284205,0.5957,-0.30629718758715796,TRUE,3,12,2013 Q1,2013-03-01,0.6896745494188928,0.5535,2
2013-02-25,2012 Q4,2012-12-01,0.28940281241284205,0.5957,-0.30629718758715796,TRUE,3,12,2013 Q1,2013-03-01,0.6896745494188928,0.5535,2
2013-03-04,2013 Q1,2013-03-01,0.6185225008760816,0.5535,0.06502250087608163,TRUE,2,12,NA,NA,NA,NA,NA
2013-03-11,2013 Q1,2013-03-01,0.6060663411699949,0.5535,0.052566341169994923,TRUE,2,12,NA,NA,NA,NA,NA
2013-03-18,2013 Q1,2013-03-01,0.5497213435898313,0.5535,-0.0037786564101687237,TRUE,3,12,NA,NA,NA,NA,NA
2013-03-25,2013 Q1,2013-03-01,0.5497213435898313,0.5535,-0.0037786564101687237,TRUE,3,12,NA,NA,NA,NA,NA
2013-04-01,2013 Q1,2013-03-01,0.4983548237956149,0.5535,-0.05514517620438508,TRUE,3,12,NA,NA,NA,NA,NA
2013-04-08,2013 Q1,2013-03-01,0.4983548237956149,0.5535,-0.05514517620438508,TRUE,3,12,NA,NA,NA,NA,NA
2013-04-15,2013 Q1,2013-03-01,0.40302304044737214,0.5535,-0.15047695955262785,TRUE,3,12,2013 Q2,2013-06-01,0.23952537614821315,0.5919,1
2013-04-22,2013 Q1,2013-03-01,0.40302304044737214,0.5535,-0.15047695955262785,TRUE,3,12,2013 Q2,2013-06-01,0.23952537614821315,0.5919,1
2013-04-29,2013 Q1,2013-03-01,0.40302304044737214,0.5535,-0.15047695955262785,TRUE,3,12,2013 Q2,2013-06-01,0.23952537614821315,0.5919,1
2013-05-06,2013 Q1,2013-03-01,0.3724736201865318,0.5535,-0.1810263798134682,TRUE,3,12,2013 Q2,2013-06-01,0.27331036023321964,0.5919,1
2013-05-13,2013 Q1,2013-03-01,0.3726536253431572,0.5535,-0.18084637465684278,TRUE,3,12,2013 Q2,2013-06-01,0.25484087989913673,0.5919,1
2013-05-20,2013 Q1,2013-03-01,0.4936997512182162,0.5535,-0.059800248781783805,TRUE,3,12,2013 Q2,2013-06-01,0.37332107797601455,0.5919,2
2013-05-27,2013 Q1,2013-03-01,0.4936997512182162,0.5535,-0.059800248781783805,TRUE,3,12,2013 Q2,2013-06-01,0.37332107797601455,0.5919,2
2013-06-03,2013 Q2,2013-06-01,0.39621527093145226,0.5919,-0.19568472906854772,TRUE,2,12,NA,NA,NA,NA,NA
2013-06-10,2013 Q2,2013-06-01,0.37942332583153626,0.5919,-0.21247667416846372,TRUE,2,12,NA,NA,NA,NA,NA
2013-06-17,2013 Q2,2013-06-01,0.390039187211468,0.5919,-0.20186081278853196,TRUE,3,12,NA,NA,NA,NA,NA
2013-06-24,2013 Q2,2013-06-01,0.390039187211468,0.5919,-0.20186081278853196,TRUE,3,12,NA,NA,NA,NA,NA
2013-07-01,2013 Q2,2013-06-01,0.4454351583456368,0.5919,-0.1464648416543632,TRUE,3,12,NA,NA,NA,NA,NA
2013-07-08,2013 Q2,2013-06-01,0.4454351583456368,0.5919,-0.1464648416543632,TRUE,3,12,NA,NA,NA,NA,NA
2013-07-15,2013 Q2,2013-06-01,0.4014318285112968,0.5919,-0.1904681714887032,TRUE,3,12,NA,NA,NA,NA,NA
2013-07-22,2013 Q2,2013-06-01,0.4033033825301035,0.5919,-0.18859661746989648,TRUE,3,12,2013 Q3,2013-09-01,0.4294123002551448,0.5607,1
2013-07-29,2013 Q2,2013-06-01,0.4033033825301035,0.5919,-0.18859661746989648,TRUE,3,12,2013 Q3,2013-09-01,0.4294123002551448,0.5607,1
2013-08-05,2013 Q2,2013-06-01,0.33872426394968075,0.5919,-0.25317573605031923,TRUE,3,12,2013 Q3,2013-09-01,0.4728708073152328,0.5607,1
2013-08-12,2013 Q2,2013-06-01,0.3405217154651569,0.5919,-0.25137828453484307,TRUE,3,12,2013 Q3,2013-09-01,0.4481016279628136,0.5607,1
2013-08-19,2013 Q2,2013-06-01,0.4067957076782105,0.5919,-0.1851042923217895,TRUE,3,12,2013 Q3,2013-09-01,0.5155077767058628,0.5607,2
2013-08-26,2013 Q2,2013-06-01,0.4067957076782105,0.5919,-0.1851042923217895,TRUE,3,12,2013 Q3,2013-09-01,0.5155077767058628,0.5607,2
2013-09-02,2013 Q3,2013-09-01,0.4567920976000768,0.5607,-0.1039079023999232,TRUE,2,12,NA,NA,NA,NA,NA
2013-09-09,2013 Q3,2013-09-01,0.4567920976000768,0.5607,-0.1039079023999232,TRUE,2,12,NA,NA,NA,NA,NA
2013-09-16,2013 Q3,2013-09-01,0.3954432845075438,0.5607,-0.16525671549245619,TRUE,3,12,NA,NA,NA,NA,NA
2013-09-23,2013 Q3,2013-09-01,0.3954432845075438,0.5607,-0.16525671549245619,TRUE,3,12,NA,NA,NA,NA,NA
2013-09-30,2013 Q3,2013-09-01,0.3785635505492822,0.5607,-0.18213644945071777,TRUE,3,12,NA,NA,NA,NA,NA
2013-10-07,2013 Q3,2013-09-01,0.3785635505492822,0.5607,-0.18213644945071777,TRUE,3,12,NA,NA,NA,NA,NA
2013-10-14,2013 Q3,2013-09-01,0.3994265780016024,0.5607,-0.16127342199839756,TRUE,3,12,NA,NA,NA,NA,NA
2013-10-21,2013 Q3,2013-09-01,0.4145808324170575,0.5607,-0.14611916758294247,TRUE,3,12,2013 Q4,2013-12-01,0.6164376275729042,0.7977,1
2013-10-28,2013 Q3,2013-09-01,0.4145808324170575,0.5607,-0.14611916758294247,TRUE,3,12,2013 Q4,2013-12-01,0.6164376275729042,0.7977,1
2013-11-04,2013 Q3,2013-09-01,0.4067421597319188,0.5607,-0.15395784026808118,TRUE,3,12,2013 Q4,2013-12-01,0.6063706088996715,0.7977,1
2013-11-11,2013 Q3,2013-09-01,0.40671100508086727,0.5607,-0.1539889949191327,TRUE,3,12,2013 Q4,2013-12-01,0.6088214824961956,0.7977,1
2013-11-18,2013 Q3,2013-09-01,0.40712868375848976,0.5607,-0.15357131624151021,TRUE,3,12,2013 Q4,2013-12-01,0.5167836603375842,0.7977,2
2013-11-25,2013 Q3,2013-09-01,0.40712868375848976,0.5607,-0.15357131624151021,TRUE,3,12,2013 Q4,2013-12-01,0.5167836603375842,0.7977,2
2013-12-02,2013 Q4,2013-12-01,0.5340458092447443,0.7977,-0.26365419075525565,TRUE,2,12,NA,NA,NA,NA,NA
2013-12-09,2013 Q4,2013-12-01,0.5340458092447443,0.7977,-0.26365419075525565,TRUE,2,12,NA,NA,NA,NA,NA
2013-12-16,2013 Q4,2013-12-01,0.3096927121662544,0.7977,-0.4880072878337456,TRUE,3,12,NA,NA,NA,NA,NA
2013-12-23,2013 Q4,2013-12-01,0.3096927121662544,0.7977,-0.4880072878337456,TRUE,3,12,NA,NA,NA,NA,NA
2013-12-30,2013 Q4,2013-12-01,0.45708872537585565,0.7977,-0.3406112746241443,TRUE,3,12,NA,NA,NA,NA,NA
2014-01-06,2013 Q4,2013-12-01,0.45708872537585565,0.7977,-0.3406112746241443,TRUE,3,12,NA,NA,NA,NA,NA
2014-01-13,2013 Q4,2013-12-01,0.4640801860980242,0.7977,-0.33361981390197576,TRUE,3,12,NA,NA,NA,NA,NA
2014-01-20,2013 Q4,2013-12-01,0.2561160766438266,0.7977,-0.5415839233561734,TRUE,3,12,2014 Q1,2014-03-01,0.31677682346669356,1.1083,1
2014-01-27,2013 Q4,2013-12-01,0.2561160766438266,0.7977,-0.5415839233561734,TRUE,3,12,2014 Q1,2014-03-01,0.31677682346669356,1.1083,1
2014-02-03,2013 Q4,2013-12-01,0.31662999169059974,0.7977,-0.4810700083094002,TRUE,3,12,2014 Q1,2014-03-01,0.41353483316527595,1.1083,1
2014-02-10,2013 Q4,2013-12-01,0.31380945621598116,0.7977,-0.4838905437840188,TRUE,3,12,2014 Q1,2014-03-01,0.41475086081942186,1.1083,1
2014-02-17,2013 Q4,2013-12-01,0.31564978694710233,0.7977,-0.48205021305289764,TRUE,3,12,2014 Q1,2014-03-01,0.4822993221956266,1.1083,2
2014-02-24,2013 Q4,2013-12-01,0.31564978694710233,0.7977,-0.48205021305289764,TRUE,3,12,2014 Q1,2014-03-01,0.4822993221956266,1.1083,2
2014-03-03,2014 Q1,2014-03-01,0.47025289786529256,1.1083,-0.6380471021347075,TRUE,2,12,NA,NA,NA,NA,NA
2014-03-10,2014 Q1,2014-03-01,0.4723030554752531,1.1083,-0.635996944524747,TRUE,2,12,NA,NA,NA,NA,NA
2014-03-17,2014 Q1,2014-03-01,0.6429224347046981,1.1083,-0.46537756529530194,TRUE,3,12,NA,NA,NA,NA,NA
2014-03-24,2014 Q1,2014-03-01,0.6429224347046981,1.1083,-0.46537756529530194,TRUE,3,12,NA,NA,NA,NA,NA
2014-03-31,2014 Q1,2014-03-01,0.6521644745362186,1.1083,-0.45613552546378144,TRUE,3,12,NA,NA,NA,NA,NA
2014-04-07,2014 Q1,2014-03-01,0.6521644745362186,1.1083,-0.45613552546378144,TRUE,3,12,NA,NA,NA,NA,NA
2014-04-14,2014 Q1,2014-03-01,0.6490784966970086,1.1083,-0.4592215033029915,TRUE,3,12,NA,NA,NA,NA,NA
2014-04-21,2014 Q1,2014-03-01,0.7072586262992435,1.1083,-0.40104137370075654,TRUE,3,12,2014 Q2,2014-06-01,0.7564434643911451,0.4871,1
2014-04-28,2014 Q1,2014-03-01,0.7072586262992435,1.1083,-0.40104137370075654,TRUE,3,12,2014 Q2,2014-06-01,0.7564434643911451,0.4871,1
2014-05-05,2014 Q1,2014-03-01,0.6871448690377815,1.1083,-0.42115513096221857,TRUE,3,12,2014 Q2,2014-06-01,0.7135693795534452,0.4871,1
2014-05-12,2014 Q1,2014-03-01,0.6860298740117807,1.1083,-0.42227012598821934,TRUE,3,12,2014 Q2,2014-06-01,0.7128749185120106,0.4871,1
2014-05-19,2014 Q1,2014-03-01,0.6867869361271947,1.1083,-0.4215130638728054,TRUE,3,12,2014 Q2,2014-06-01,0.7014180158156023,0.4871,2
2014-05-26,2014 Q1,2014-03-01,0.6867869361271947,1.1083,-0.4215130638728054,TRUE,3,12,2014 Q2,2014-06-01,0.7014180158156023,0.4871,2
2014-06-02,2014 Q2,2014-06-01,0.6665604062366612,0.4871,0.17946040623666126,TRUE,2,12,NA,NA,NA,NA,NA
2014-06-09,2014 Q2,2014-06-01,0.6665604062366612,0.4871,0.17946040623666126,TRUE,2,12,NA,NA,NA,NA,NA
2014-06-16,2014 Q2,2014-06-01,0.5439704632881178,0.4871,0.056870463288117845,TRUE,3,12,NA,NA,NA,NA,NA
2014-06-23,2014 Q2,2014-06-01,0.5439704632881178,0.4871,0.056870463288117845,TRUE,3,12,NA,NA,NA,NA,NA
2014-06-30,2014 Q2,2014-06-01,0.5485205211711817,0.4871,0.061420521171181686,TRUE,3,12,NA,NA,NA,NA,NA
2014-07-07,2014 Q2,2014-06-01,0.5485205211711817,0.4871,0.061420521171181686,TRUE,3,12,NA,NA,NA,NA,NA
2014-07-14,2014 Q2,2014-06-01,0.5511671678022302,0.4871,0.06406716780223021,TRUE,3,12,NA,NA,NA,NA,NA
2014-07-21,2014 Q2,2014-06-01,0.5122157984725045,0.4871,0.025115798472504558,TRUE,3,12,2014 Q3,2014-09-01,0.5184402117754137,0.3387,1
2014-07-28,2014 Q2,2014-06-01,0.5122157984725045,0.4871,0.025115798472504558,TRUE,3,12,2014 Q3,2014-09-01,0.5184402117754137,0.3387,1
2014-08-04,2014 Q2,2014-06-01,0.5565675510445744,0.4871,0.06946755104457447,TRUE,3,12,2014 Q3,2014-09-01,0.6117250383726,0.3387,1
2014-08-11,2014 Q2,2014-06-01,0.5542770132714421,0.4871,0.0671770132714421,TRUE,3,12,2014 Q3,2014-09-01,0.6144663468656117,0.3387,1
2014-08-18,2014 Q2,2014-06-01,0.55073037298624,0.4871,0.06363037298623997,TRUE,3,12,2014 Q3,2014-09-01,0.5948224984116229,0.3387,2
2014-08-25,2014 Q2,2014-06-01,0.55073037298624,0.4871,0.06363037298623997,TRUE,3,12,2014 Q3,2014-09-01,0.5948224984116229,0.3387,2
2014-09-01,2014 Q3,2014-09-01,0.5493036649717943,0.3387,0.21060366497179428,TRUE,2,12,NA,NA,NA,NA,NA
2014-09-08,2014 Q3,2014-09-01,0.5493036649717943,0.3387,0.21060366497179428,TRUE,2,12,NA,NA,NA,NA,NA
2014-09-15,2014 Q3,2014-09-01,0.4415043266552352,0.3387,0.1028043266552352,TRUE,3,12,NA,NA,NA,NA,NA
2014-09-22,2014 Q3,2014-09-01,0.4415043266552352,0.3387,0.1028043266552352,TRUE,3,12,NA,NA,NA,NA,NA
2014-09-29,2014 Q3,2014-09-01,0.4415043266552352,0.3387,0.1028043266552352,TRUE,3,12,NA,NA,NA,NA,NA
2014-10-06,2014 Q3,2014-09-01,0.3957051646027595,0.3387,0.057005164602759506,TRUE,3,12,NA,NA,NA,NA,NA
2014-10-13,2014 Q3,2014-09-01,0.3537016317820555,0.3387,0.015001631782055491,TRUE,3,12,NA,NA,NA,NA,NA
2014-10-20,2014 Q3,2014-09-01,0.31249338414736993,0.3387,-0.026206615852630066,TRUE,3,12,2014 Q4,2014-12-01,0.3786802206092391,0.5494,1
2014-10-27,2014 Q3,2014-09-01,0.31249338414736993,0.3387,-0.026206615852630066,TRUE,3,12,2014 Q4,2014-12-01,0.3786802206092391,0.5494,1
2014-11-03,2014 Q3,2014-09-01,0.3735204955634983,0.3387,0.03482049556349831,TRUE,3,12,2014 Q4,2014-12-01,0.4594049058800688,0.5494,1
2014-11-10,2014 Q3,2014-09-01,0.3699391248428735,0.3387,0.0312391248428735,TRUE,3,12,2014 Q4,2014-12-01,0.4545463782647677,0.5494,1
2014-11-17,2014 Q3,2014-09-01,0.3663441322729571,0.3387,0.02764413227295709,TRUE,3,12,2014 Q4,2014-12-01,0.49918183720638876,0.5494,2
2014-11-24,2014 Q3,2014-09-01,0.3663441322729571,0.3387,0.02764413227295709,TRUE,3,12,2014 Q4,2014-12-01,0.49918183720638876,0.5494,2
2014-12-01,2014 Q4,2014-12-01,0.515896418708357,0.5494,-0.03350358129164299,TRUE,2,12,NA,NA,NA,NA,NA
2014-12-08,2014 Q4,2014-12-01,0.515896418708357,0.5494,-0.03350358129164299,TRUE,2,12,NA,NA,NA,NA,NA
2014-12-15,2014 Q4,2014-12-01,0.4119911247008506,0.5494,-0.1374088752991494,TRUE,2,12,NA,NA,NA,NA,NA
2014-12-22,2014 Q4,2014-12-01,0.49759771494713656,0.5494,-0.05180228505286344,TRUE,3,12,NA,NA,NA,NA,NA
2014-12-29,2014 Q4,2014-12-01,0.49759771494713656,0.5494,-0.05180228505286344,TRUE,3,12,NA,NA,NA,NA,NA
2015-01-05,2014 Q4,2014-12-01,0.5679522394816244,0.5494,0.018552239481624433,TRUE,3,12,NA,NA,NA,NA,NA
2015-01-12,2014 Q4,2014-12-01,0.5074627269636989,0.5494,-0.041937273036301126,TRUE,3,12,NA,NA,NA,NA,NA
2015-01-19,2014 Q4,2014-12-01,0.6177317063662928,0.5494,0.06833170636629282,TRUE,3,12,2015 Q1,2015-03-01,0.7414636969304221,0.9321,1
2015-01-26,2014 Q4,2014-12-01,0.6177317063662928,0.5494,0.06833170636629282,TRUE,3,12,2015 Q1,2015-03-01,0.7414636969304221,0.9321,1
2015-02-02,2014 Q4,2014-12-01,0.6210917596591057,0.5494,0.07169175965910568,TRUE,3,12,2015 Q1,2015-03-01,0.7315415065842447,0.9321,1
2015-02-09,2014 Q4,2014-12-01,0.6210917596591057,0.5494,0.07169175965910568,TRUE,3,12,2015 Q1,2015-03-01,0.7315415065842447,0.9321,1
2015-02-16,2014 Q4,2014-12-01,0.6196759883059421,0.5494,0.07027598830594206,TRUE,3,12,2015 Q1,2015-03-01,0.7817361189528674,0.9321,2
2015-02-23,2014 Q4,2014-12-01,0.6196759883059421,0.5494,0.07027598830594206,TRUE,3,12,2015 Q1,2015-03-01,0.7817361189528674,0.9321,2
2015-03-02,2015 Q1,2015-03-01,0.7516578422533705,0.9321,-0.18044215774662953,TRUE,2,13,NA,NA,NA,NA,NA
2015-03-09,2015 Q1,2015-03-01,0.7551190064616304,0.9321,-0.1769809935383696,TRUE,2,13,NA,NA,NA,NA,NA
2015-03-16,2015 Q1,2015-03-01,0.7501978337343307,0.9321,-0.18190216626566935,TRUE,3,13,NA,NA,NA,NA,NA
2015-03-23,2015 Q1,2015-03-01,0.7501978337343307,0.9321,-0.18190216626566935,TRUE,3,13,NA,NA,NA,NA,NA
2015-03-30,2015 Q1,2015-03-01,0.6859186000905273,0.9321,-0.24618139990947274,TRUE,3,13,NA,NA,NA,NA,NA
2015-04-06,2015 Q1,2015-03-01,0.6978972243979751,0.9321,-0.23420277560202496,TRUE,3,13,NA,NA,NA,NA,NA
2015-04-13,2015 Q1,2015-03-01,0.692328752968615,0.9321,-0.23977124703138508,TRUE,3,13,NA,NA,NA,NA,NA
2015-04-20,2015 Q1,2015-03-01,0.836795936777034,0.9321,-0.09530406322296603,TRUE,3,13,2015 Q2,2015-06-01,0.8559282926587768,0.1653,1
2015-04-27,2015 Q1,2015-03-01,0.836795936777034,0.9321,-0.09530406322296603,TRUE,3,13,2015 Q2,2015-06-01,0.8559282926587768,0.1653,1
2015-05-04,2015 Q1,2015-03-01,0.8059233943959958,0.9321,-0.12617660560400423,TRUE,3,13,2015 Q2,2015-06-01,0.8141088851348766,0.1653,1
2015-05-11,2015 Q1,2015-03-01,0.8293398326295095,0.9321,-0.10276016737049054,TRUE,3,13,2015 Q2,2015-06-01,0.8571769835639025,0.1653,1
2015-05-18,2015 Q1,2015-03-01,0.747733375223229,0.9321,-0.18436662477677102,TRUE,3,13,2015 Q2,2015-06-01,0.5858171078701452,0.1653,2
2015-05-25,2015 Q1,2015-03-01,0.747733375223229,0.9321,-0.18436662477677102,TRUE,3,13,2015 Q2,2015-06-01,0.5858171078701452,0.1653,2
2015-06-01,2015 Q2,2015-06-01,0.5395652091834641,0.1653,0.37426520918346406,TRUE,2,13,NA,NA,NA,NA,NA
2015-06-08,2015 Q2,2015-06-01,0.48024326620958824,0.1653,0.31494326620958824,TRUE,2,13,NA,NA,NA,NA,NA
2015-06-15,2015 Q2,2015-06-01,0.526409311412351,0.1653,0.36110931141235103,TRUE,3,13,NA,NA,NA,NA,NA
2015-06-22,2015 Q2,2015-06-01,0.526409311412351,0.1653,0.36110931141235103,TRUE,3,13,NA,NA,NA,NA,NA
2015-06-29,2015 Q2,2015-06-01,0.526409311412351,0.1653,0.36110931141235103,TRUE,3,13,NA,NA,NA,NA,NA
2015-07-06,2015 Q2,2015-06-01,0.5222671331536815,0.1653,0.35696713315368145,TRUE,3,13,NA,NA,NA,NA,NA
2015-07-13,2015 Q2,2015-06-01,0.5318824309407281,0.1653,0.36658243094072807,TRUE,3,13,NA,NA,NA,NA,NA
2015-07-20,2015 Q2,2015-06-01,0.4819454485957942,0.1653,0.3166454485957942,TRUE,3,13,2015 Q3,2015-09-01,0.589476229333771,0.9411,1
2015-07-27,2015 Q2,2015-06-01,0.4819454485957942,0.1653,0.3166454485957942,TRUE,3,13,2015 Q3,2015-09-01,0.589476229333771,0.9411,1
2015-08-03,2015 Q2,2015-06-01,0.49532178537270827,0.1653,0.33002178537270827,TRUE,3,13,2015 Q3,2015-09-01,0.6224632975360801,0.9411,1
2015-08-10,2015 Q2,2015-06-01,0.5065298286957559,0.1653,0.3412298286957559,TRUE,3,13,2015 Q3,2015-09-01,0.6431332458751735,0.9411,1
2015-08-17,2015 Q2,2015-06-01,0.4884266644869823,0.1653,0.3231266644869823,TRUE,3,13,2015 Q3,2015-09-01,0.5565414968681492,0.9411,2
2015-08-24,2015 Q2,2015-06-01,0.4884266644869823,0.1653,0.3231266644869823,TRUE,3,13,2015 Q3,2015-09-01,0.5565414968681492,0.9411,2
2015-08-31,2015 Q3,2015-09-01,0.4591874228763022,0.9411,-0.48191257712369784,TRUE,2,14,NA,NA,NA,NA,NA
2015-09-07,2015 Q3,2015-09-01,0.14418762873260574,0.9411,-0.7969123712673943,TRUE,2,14,NA,NA,NA,NA,NA
2015-09-14,2015 Q3,2015-09-01,0.1412846697089668,0.9411,-0.7998153302910332,TRUE,2,14,NA,NA,NA,NA,NA
2015-09-21,2015 Q3,2015-09-01,0.48673154679596903,0.9411,-0.454368453204031,TRUE,3,14,NA,NA,NA,NA,NA
2015-09-28,2015 Q3,2015-09-01,0.48673154679596903,0.9411,-0.454368453204031,TRUE,3,14,NA,NA,NA,NA,NA
2015-10-05,2015 Q3,2015-09-01,0.48434818983997946,0.9411,-0.4567518101600206,TRUE,3,14,NA,NA,NA,NA,NA
2015-10-12,2015 Q3,2015-09-01,0.4806784874642186,0.9411,-0.46042151253578145,TRUE,3,14,NA,NA,NA,NA,NA
2015-10-19,2015 Q3,2015-09-01,0.1141200927897369,0.9411,-0.8269799072102632,TRUE,3,14,2015 Q4,2015-12-01,0.31206583113425984,0.632,1
2015-10-26,2015 Q3,2015-09-01,0.1141200927897369,0.9411,-0.8269799072102632,TRUE,3,14,2015 Q4,2015-12-01,0.31206583113425984,0.632,1
2015-11-02,2015 Q3,2015-09-01,0.11236075681338181,0.9411,-0.8287392431866183,TRUE,3,14,2015 Q4,2015-12-01,0.3149541746288587,0.632,1
2015-11-09,2015 Q3,2015-09-01,0.1159462208256965,0.9411,-0.8251537791743035,TRUE,3,14,2015 Q4,2015-12-01,0.324314133956079,0.632,1
2015-11-16,2015 Q3,2015-09-01,0.11390883914268946,0.9411,-0.8271911608573106,TRUE,3,14,2015 Q4,2015-12-01,0.33424475206534926,0.632,2
2015-11-23,2015 Q3,2015-09-01,0.11390883914268946,0.9411,-0.8271911608573106,TRUE,3,14,2015 Q4,2015-12-01,0.33424475206534926,0.632,2
2015-11-30,2015 Q4,2015-12-01,0.3534437903230852,0.632,-0.2785562096769148,TRUE,2,14,NA,NA,NA,NA,NA
2015-12-07,2015 Q4,2015-12-01,0.35038011778562217,0.632,-0.28161988221437784,TRUE,2,14,NA,NA,NA,NA,NA
2015-12-14,2015 Q4,2015-12-01,0.35202413584592857,0.632,-0.27997586415407144,TRUE,2,14,NA,NA,NA,NA,NA
2015-12-21,2015 Q4,2015-12-01,0.6358063521015663,0.632,0.0038063521015663238,TRUE,3,14,NA,NA,NA,NA,NA
2015-12-28,2015 Q4,2015-12-01,0.6358063521015663,0.632,0.0038063521015663238,TRUE,3,14,NA,NA,NA,NA,NA
2016-01-04,2015 Q4,2015-12-01,0.6362676401804528,0.632,0.004267640180452781,TRUE,3,14,NA,NA,NA,NA,NA
2016-01-11,2015 Q4,2015-12-01,0.6235834289064357,0.632,-0.008416571093564307,TRUE,3,14,NA,NA,NA,NA,NA
2016-01-18,2015 Q4,2015-12-01,0.8116948069136091,0.632,0.17969480691360906,TRUE,3,14,2016 Q1,2016-03-01,0.8423118070841792,1.063,1
2016-01-25,2015 Q4,2015-12-01,0.8116948069136091,0.632,0.17969480691360906,TRUE,3,14,2016 Q1,2016-03-01,0.8423118070841792,1.063,1
2016-02-01,2015 Q4,2015-12-01,0.8096235079360339,0.632,0.17762350793603388,TRUE,3,14,2016 Q1,2016-03-01,0.8405406525457417,1.063,1
2016-02-08,2015 Q4,2015-12-01,0.8130575423178688,0.632,0.18105754231786875,TRUE,3,14,2016 Q1,2016-03-01,0.8430747634857829,1.063,1
2016-02-15,2015 Q4,2015-12-01,0.8172393327516664,0.632,0.18523933275166637,TRUE,3,14,2016 Q1,2016-03-01,0.7665639910892602,1.063,2
2016-02-22,2015 Q4,2015-12-01,0.8172393327516664,0.632,0.18523933275166637,TRUE,3,14,2016 Q1,2016-03-01,0.7665639910892602,1.063,2
2016-02-29,2016 Q1,2016-03-01,0.5820361827766937,1.063,-0.4809638172233063,TRUE,2,13,NA,NA,NA,NA,NA
2016-03-07,2016 Q1,2016-03-01,0.5535210648464598,1.063,-0.5094789351535401,TRUE,2,13,NA,NA,NA,NA,NA
2016-03-14,2016 Q1,2016-03-01,0.5502078148985894,1.063,-0.5127921851014106,TRUE,2,13,NA,NA,NA,NA,NA
2016-03-21,2016 Q1,2016-03-01,0.6501342597766181,1.063,-0.41286574022338185,TRUE,3,13,NA,NA,NA,NA,NA
2016-03-28,2016 Q1,2016-03-01,0.6501342597766181,1.063,-0.41286574022338185,TRUE,3,13,NA,NA,NA,NA,NA
2016-04-04,2016 Q1,2016-03-01,0.6494319187437572,1.063,-0.4135680812562428,TRUE,3,13,NA,NA,NA,NA,NA
2016-04-11,2016 Q1,2016-03-01,0.6494052789933222,1.063,-0.4135947210066777,TRUE,3,13,NA,NA,NA,NA,NA
2016-04-18,2016 Q1,2016-03-01,0.5352236770955981,1.063,-0.5277763229044018,TRUE,3,13,2016 Q2,2016-06-01,0.5491133772599206,0.5256,1
2016-04-25,2016 Q1,2016-03-01,0.5352236770955981,1.063,-0.5277763229044018,TRUE,3,13,2016 Q2,2016-06-01,0.5491133772599206,0.5256,1
2016-05-02,2016 Q1,2016-03-01,0.48584242631257346,1.063,-0.5771575736874265,TRUE,3,13,2016 Q2,2016-06-01,0.4859216511294172,0.5256,1
2016-05-09,2016 Q1,2016-03-01,0.4841979630258303,1.063,-0.5788020369741697,TRUE,3,13,2016 Q2,2016-06-01,0.48620307683135905,0.5256,1
2016-05-16,2016 Q1,2016-03-01,0.5013205981983117,1.063,-0.5616794018016883,TRUE,3,13,2016 Q2,2016-06-01,0.18487121989401875,0.5256,2
2016-05-23,2016 Q1,2016-03-01,0.5013205981983117,1.063,-0.5616794018016883,TRUE,3,13,2016 Q2,2016-06-01,0.18487121989401875,0.5256,2
2016-05-30,2016 Q2,2016-06-01,0.1310071234059073,0.5256,-0.39459287659409265,TRUE,2,14,NA,NA,NA,NA,NA
2016-06-06,2016 Q2,2016-06-01,0.07386601729503614,0.5256,-0.4517339827049638,TRUE,2,14,NA,NA,NA,NA,NA
2016-06-13,2016 Q2,2016-06-01,0.07138473516129443,0.5256,-0.45421526483870556,TRUE,2,14,NA,NA,NA,NA,NA
2016-06-20,2016 Q2,2016-06-01,0.48783647072650355,0.5256,-0.03776352927349641,TRUE,3,14,NA,NA,NA,NA,NA
