asof,target,target_date,horizon_months,seed,target_series,nowcast_qq,forecast_next_qq,actual_qq,first_print_qq,error_qq,error_first_print_qq,gdp_global_loading,collapsed,collapse_floor,cols,gdp_obs,deflator_skipped,seconds
2026-05-18,2026Q1,2026-03-01,2,13,first_print,0.6728,,0.2743,0.2743,0.3985,0.3985,0.8947,0,0.5,557,183,,58.6
2026-05-25,2026Q1,2026-03-01,2,13,first_print,0.6511,,0.2743,0.2743,0.3767,0.3768,0.7778,0,0.5,557,183,,57.5
2026-06-01,2026Q1,2026-03-01,3,13,first_print,0.6067,0.4602,0.2743,0.2743,0.3324,0.3324,0.7995,0,0.5,558,183,,61.1
2026-06-08,2026Q2,2026-06-01,0,13,first_print,0.3715,,nan,0.4195,nan,-0.048,0.8413,0,0.5,558,184,,58.3
2026-06-15,2026Q2,2026-06-01,0,13,first_print,0.4406,,nan,0.4195,nan,0.0211,0.9205,0,0.5,558,184,,58.2
2026-06-22,2026Q2,2026-06-01,0,13,first_print,0.5056,,nan,0.4195,nan,0.0861,0.8864,0,0.5,558,184,,59.1
2026-06-29,2026Q2,2026-06-01,0,13,first_print,0.3031,,nan,0.4195,nan,-0.1164,0.8405,0,0.5,558,184,,56.6
2026-07-06,2026Q2,2026-06-01,1,13,first_print,0.5069,,nan,0.4195,nan,0.0874,0.9849,0,0.5,559,184,,55.8
2026-07-13,2026Q2,2026-06-01,1,13,first_print,0.5464,,nan,0.4195,nan,0.1269,1.0298,0,0.5,559,184,,55.1
2026-07-20,2026Q2,2026-06-01,1,13,first_print,0.531,,nan,0.4195,nan,0.1115,0.9216,0,0.5,559,184,,55.0
2026-07-27,2026Q2,2026-06-01,1,13,first_print,0.4681,,nan,0.4195,nan,0.0486,1.0549,0,0.5,559,184,,56.0
2026-08-03,2026Q2,2026-06-01,2,13,first_print,0.4347,,nan,0.4195,nan,0.0152,0.899,0,0.5,560,184,,55.4
2026-08-10,2026Q2,2026-06-01,2,13,first_print,0.465,,nan,0.4195,nan,0.0455,0.9366,0,0.5,560,184,,55.0
2026-08-17,2026Q2,2026-06-01,2,13,first_print,0.4715,,nan,0.4195,nan,0.052,0.9657,0,0.5,560,184,,55.4
2026-08-24,2026Q2,2026-06-01,2,13,first_print,0.4501,,nan,0.4195,nan,0.0306,0.95,0,0.5,560,184,,46.2
