date,emp,ft_emp,pt_emp,ue,ud,hours,doe_ads,anz_ads,nab_cond,nab_profit,nab_trade,nab_emp,nab_forward,nab_stocks,nab_conf,nab_cu,aig_pmi,aig_psi,aig_pci,new_reg,anz_finance,anz_sent,wmi_finance,wmi_sent,rt,mv,arrivals,export,import,res_ba,hs_ba,nh_ba,alt_add,non_res_ba,acr,credit,credit_housing,credit_personal,credit_business,firmmbab90,fcmygbag3,fcmygbag5,fcmygbag10,scrigbag3,scrigbag5,scrigbag10,twi,asx200,icp,house_prices,mt103s,credit_card,debit_card
1/02/1978,5997.694602,5079.602764,918.0918384,6.6450138,163.9008734,,,,,,,,,,,,,,,0.701423003,,,,119.12,,,,1171,1248,9863.378226,8363.479258,1499.898968,23881,202329,,45.39053599,16.14168827,8.719590727,23.09244037,9.55,,9.09,9.2,,-0.46,-0.35,88.5,,16.41123058,,,,
1/03/1978,6003.263006,5095.458324,907.804682,6.3030952,155.7457837,,,,,,,,,,,,,,,0.613644265,,,,114.9,,,,1170,1309,10065.18648,8397.80524,1667.381236,26068,196148,,45.96093008,16.32194987,8.859960475,23.34858786,10.04,,9.08,9.2,,-0.96,-0.84,87.5,,16.30105098,,,,
1/04/1978,6031.020306,5119.794268,911.2260378,6.267907,166.5885101,,,,,,,,,,,,,,,0.714236182,,,,110.9,,,,1228,1352,10179.20814,8198.34345,1980.864687,25441,241830,,46.32508138,16.52385658,8.996535611,23.48215821,10.86,,9.09,9.17,,-1.77,-1.69,87.5,,16.89690762,,,,
1/05/1978,6033.319564,5118.98996,914.3296046,6.2102219,168.4155012,,,,,,,,,,,,,,,0.760061247,,,,109.54,,,,1160,1321,9884.568092,8181.644323,1702.923769,25156,205669,,46.99019073,16.71476399,9.125945102,23.86679326,10.6,,9.09,9.1,,-1.51,-1.5,87.3,,17.06022256,,,,
1/06/1978,6034.029006,5104.354624,929.6743817,6.303332,171.5701107,,,,,,,,,,,,,,,0.827847499,,,,105.69,,,,1281,1372,10234.70541,8257.718122,1976.987284,25262,209318,,47.39816901,16.91007977,9.266531418,23.94332822,10.63,,9.09,9.1,,-1.54,-1.53,86.2,,17.10307326,,,,
1/07/1978,6030.687205,5096.79654,933.8906651,6.2238827,176.0732353,907769.9083,,,,,,,,,,,,,,0.786576097,,,,101.84,,,,1290,1433,9662.579017,8206.693013,1455.886004,23172,189991,,47.68369692,17.1073956,9.374702232,23.98999766,9.84,,9.09,9.1,,-0.75,-0.74,84.7,,17.86658534,,,,
1/08/1978,6036.436022,5098.295486,938.1405361,6.4908479,175.751906,911208.9559,,,,,,,,,,,,,,0.851006492,,,,91.46,,,,1206,1427,9776.600678,8202.982096,1573.618582,25653,244165,,48.13381802,17.27427805,9.512852419,24.18294211,9.7,,8.99,9,,-0.71,-0.7,83.7,,18.57091024,,,,
1/09/1978,6030.280154,5106.456952,923.8232012,6.2523625,170.8332736,909610.5938,,,,,,,,,,,,,,0.820928099,,,,97.98,,,,1200,1426,10114.6295,8792.090175,1322.539322,27129,225441,,48.75996542,17.48474135,9.656764501,24.4909232,9.72,,9,9,,-0.72,-0.72,83.6,,18.37541801,,,,
1/10/1978,6035.916763,5107.895194,928.0215689,6.1639958,167.9385217,911009.6555,,,,,,,,,,,,,,0.854234395,,,,104.5,,,,1279,1485,10572.73422,8989.696507,1583.037718,27205,235224,,49.49052392,17.75431684,9.794445549,24.86686353,9.74,,8.86,8.89,,-0.88,-0.85,82.2,,19.36633096,,,,
1/11/1978,6028.280436,5103.847764,924.4326717,6.332171,162.2517591,909437.237,,,,,,,,,,,,,,0.886760253,,,,103.8,,,,1391,1540,10604.0145,9039.793886,1564.220617,26378,257971,,50.09304908,18.00729199,9.928568303,25.13317685,9.19,,8.8,8.8,,-0.39,-0.39,83.2,,18.56018229,,,,
1/12/1978,6053.339535,5112.875928,940.4636065,6.4063579,161.1182827,914517.9516,,,,,,,,,,,,,,0.883485145,,,,105.8333333,,,,1379,1547,11189.25843,9552.828166,1636.430263,26374,163812,,50.78578349,18.25043816,10.05526764,25.48349646,8.76,,8.8,8.8,,0.04,0.04,82.7,,18.75472463,,,,
1/01/1979,6052.573396,5122.061448,930.5119479,6.371309,165.2747256,912510.6694,,,,,,,,,,,,,,0.904362591,,,,106.1385854,,,,1478,1503,10188.28951,8653.858515,1534.430993,27045,218498,,51.28243511,18.4969004,10.1836632,25.63862282,8.51,,8.85,8.85,,0.34,0.34,82.8,,19.35153612,,,,
1/02/1979,6063.644398,5129.599141,934.0452573,6.2573011,170.8084456,916515.0003,,,,,,,,,,,,,,0.985296071,,,,109.9,,,,1446,1484,10985.4321,9569.527293,1415.904804,27140,299689,,52.06645858,18.76399788,10.30704662,26.07593155,8.6,,8.99,9,,0.39,0.4,82.4,,20.39655646,,,,
1/03/1979,6055.951316,5124.522714,931.4286018,6.3033141,162.7759505,918285.3908,,,,,,,,,,,,,,0.960957265,,,,105.96,,,,1464,1523,11121.65267,9332.028603,1789.624063,29017,220523,,52.73887315,18.95279987,10.41665262,26.43555065,9.16,,9.28,9.35,,0.12,0.19,82.3,,20.66478103,,,,
1/04/1979,6064.922071,5121.458614,943.4634572,6.4987918,184.8503225,926547.8162,,,,,,,,,,,,,,0.951632088,,,,109.58,,,,1515,1561,11080.28197,9301.413537,1778.868437,29964,204885,,53.51300871,19.1531967,10.54135885,26.97368165,10.42,,9.65,9.65,,-0.77,-0.77,82.8,,20.86335005,,,,
1/05/1979,6070.443385,5118.741975,951.7014102,6.204355,178.1981423,927118.8669,,,,,,,,,,,,,,0.828920117,,,,101.06,,,,1648,1618,11884.48785,9955.462664,1929.025187,30793,192228,,54.04555779,19.40117313,10.64867928,27.21133358,10.54,,9.7,9.7,,-0.84,-0.84,83.1,,20.92319081,,,,
1/06/1979,6099.566334,5153.313116,946.2532178,6.2512253,178.4680355,947747.9516,,,,,,,,,,,,,,0.936707916,,,,92.54,,,,1593,1678,11582.78452,9900.726638,1682.057879,31446,236753,,55.20272547,19.63714694,10.75612951,27.95451407,10.26,,10,10,,-0.26,-0.26,83.1,,20.9666733,,,,
1/07/1979,6097.720554,5148.723069,948.9974845,6.2749707,177.510269,922835.3321,,,,,,,,,,,,,,0.790045041,,,,90.36,,,,1636,1582,12257.83311,9936.908079,2320.925035,31182,202395,,55.78191372,19.8691257,10.87417017,28.24868299,9.86,,10,10.07,,0.14,0.21,83.3,,21.57838113,,,,
1/08/1979,6114.90308,5166.98304,947.9200394,6.1186839,173.9621462,929625.8923,,,,,,,,,,,,,,0.746544933,,,,94.81,,,,1599,1675,11654.42645,9790.326856,1864.09959,31347,211088,,56.61265455,20.10880406,10.96769446,28.75505572,9.78,,10,10.07,,0.22,0.29,83.5,,21.9531001,,,,
1/09/1979,6117.411366,5162.285604,955.1257613,6.2338794,174.7267941,930157.6344,,,,,,,,,,,,,,0.738935585,,,,99.26,,,,1729,1588,11985.39198,10140.08079,1845.31119,35717,255356,,57.53179467,20.36078087,11.05945947,29.33811632,9.87,,10.01,10.07,,0.14,0.2,83.5,,28.23583721,,,,
1/10/1979,6152.168305,5186.227917,965.9403873,6.3846505,176.1281414,933256.3897,,,,,,,,,,,,,,0.71328821,,,,97.66,,,,1926,1707,11853.20757,10233.78144,1619.426131,32884,187320,,58.19110908,20.5990709,11.18691095,29.67892106,10.04,,10,10.07,,-0.04,0.03,83.8,,26.75849618,,,,
1/11/1979,6180.544149,5207.802503,972.7416462,6.0458276,183.9253389,936527.7217,,,,,,,,,,,,,,0.801710568,,,,98.78,,,,1940,1792,12396.07176,10363.66354,2032.408228,34198,392756,,59.15646795,20.85357679,11.2407293,30.34008496,10.12,,10,10.08,,-0.12,-0.04,83.6,,27.00470895,,,,
1/12/1979,6184.111001,5211.563493,972.5475078,6.1210992,190.1372912,938999.7026,,,,,,,,,,,,,,0.787809885,,,,98.95,,,,1863,1789,11075.23677,9472.115721,1603.121047,38353,234153,,59.85148933,21.10033501,11.28567939,30.74400839,10.12,,10.02,10.08,,-0.1,-0.04,83.3,,28.27461603,,,,
1/01/1980,6204.834743,5217.523174,987.3115694,6.1469473,190.0837852,942109.3506,,,,,,,,,,,,,,0.919143889,,,,97.34966376,,,,1902,1988,12317.36655,10161.41856,2155.947988,36906,263291,,60.53852893,21.34268434,11.46258878,31.05828825,10.03,,10.42,10.45,,0.39,0.42,83.2,,32.44445467,,,,
1/02/1980,6221.947252,5242.622511,979.3247407,5.9987377,188.3514489,940928.9132,,,,,,,,,,,,,,1.00518766,,,,100,,,,1963,1807,12393.04464,10746.81572,1646.228921,36790,292972,,61.51793175,21.56287113,11.65459569,31.65740819,10.06,,10.9,10.55,,0.84,0.49,83.5,,32.8076285,,,,
1/03/1980,6233.23275,5253.269161,979.9635887,5.9368042,193.433535,942317.8462,,,,,,,,,,,,,,1.049248058,,,,100.88,,,,1912,1840,12947.00829,11068.73777,1878.270515,37167,249366,,62.3346764,21.75204162,11.76943147,32.13865288,11.47,,11.2,11.2,,-0.27,-0.27,84.4,,30.45900365,,,,
1/04/1980,6246.604122,5261.062057,985.5420651,6.1153521,190.1765965,942877.2186,,,,,,,,,,,,,,1.083139753,,,,97.24,,,,1867,1714,12832.98663,11232.01812,1600.968504,38590,217657,,63.11553373,22.41149139,11.86638244,32.3296023,13.28,,11.45,11.73,,-1.83,-1.55,84.5,,28.77062227,,,,
1/05/1980,6268.095824,5303.688577,964.4072472,6.2464868,189.0629954,948009.601,,,,,,,,,,,,,,1.183557764,,,,99.48,,,,1748,1922,12431.38821,10827.52817,1603.860043,40627,224650,,64.02845319,22.69629953,12.00023516,32.88007375,13.83,,11.8,11.78,,-2.03,-2.05,84.8,,29.74918009,,,,
1/06/1980,6275.582633,5283.120679,992.4619537,6.3226893,195.8041391,981264.0853,,,,,,,,,,,,,,1.125243843,,,,101.72,,,,2040,1918,12779.50744,11033.48406,1746.023379,40971,264795,,64.6522028,22.92898409,12.13227828,33.10617548,13.83,,11.78,11.76,,-2.05,-2.07,85,,31.8590418,,,,
1/07/1980,6306.966075,5294.979048,1011.987027,6.0787466,193.1271312,956617.6494,,,,,,,,,,,,,,1.125765814,,,,97.96,,,,1921,2070,12365.80053,10693.00742,1672.793104,41379,284620,,65.69081174,23.22088746,12.26650219,33.77868556,12.87,,11.78,11.78,,-1.09,-1.09,85.5,,32.16415563,,,,
1/08/1980,6315.723435,5307.104124,1008.619311,6.1775226,200.815602,954651.6709,,,,,,,,,,,,,,1.185247762,,,,101.24,,,,1738,2018,13318.33547,11415.70852,1902.626953,43984,294124,,66.46567121,23.50341602,12.41995499,34.14662548,12.33,,11.78,11.82,,-0.55,-0.51,85.8,,31.46960096,,,,
1/09/1980,6318.230633,5296.267763,1021.96287,6.1419731,202.5241201,958616.8023,,,,,,,,,,,,,,1.208359658,,,,104.52,,,,1829,2089,12629.16029,10950.91616,1678.244137,43633,279378,,67.16305352,23.76006704,12.57734419,34.47649237,11.69,,11.79,11.78,,0.1,0.09,85.8,,32.7025419,,,,
1/10/1980,6307.030305,5296.524525,1010.50578,6.0558719,197.4960306,961809.7222,,,,,,,,,,,,,,1.245094485,,,,109.58,,,,1863,2150,13208.34997,11322.93559,1885.414382,45649,288485,,68.28450309,24.068607,12.77036011,35.14525045,11.22,,11.88,11.9,,0.66,0.68,86.2,,32.94586808,,,,
1/11/1980,6328.696628,5298.163835,1030.532793,5.8510427,195.2973574,957994.7758,,,,,,,,,,,,,,1.074520461,,,,106.52,,,,1919,1991,13102.40064,11462.09498,1640.305662,44127,267319,,69.19531079,24.39458644,12.9942867,35.59001858,11.27,,12.42,12.42,,1.15,1.15,86.8,,32.58396169,,,,
1/12/1980,6351.61264,5327.157043,1024.455597,6.0519354,188.5709005,959201.3967,,,,,,,,,,,,,,1.234975018,,,,109.98,,,,1867,2115,13077.17461,11449.10677,1628.067841,45615,264636,,70.16682399,24.6853785,13.21410819,36.10787179,12.45,,12.72,12.6,,0.27,0.15,87.1,,30.3328388,,,,
1/01/1981,6356.978955,5340.375622,1016.603332,5.9169602,193.1907002,956878.9371,,,,,,,,,,,,,,1.224491302,,,,111.5727668,,,,1996,1901,13525.18892,11725.57009,1799.618837,45624,262879,,71.28387145,24.98380699,13.37735563,36.78150857,12.61,,13.1,13.1,,0.49,0.49,87.5,,30.59424928,,,,
1/02/1981,6372.939018,5349.216984,1023.722035,5.6165642,189.8587513,961664.2092,,,,,,,,,,,,,,1.265229764,,,,112.51,,,,1873,2151,12962.14391,11426.84127,1535.30264,51402,295692,,72.1082117,25.27982227,13.53555799,37.18200105,13.36,,13.1,13.1,,-0.26,-0.26,88.2,,29.36455211,,,,
1/03/1981,6376.928991,5340.489617,1036.439373,5.7462755,193.6868029,960825.9005,,,,,,,,,,,,,,1.495960273,,,,111.58,,,,1829,2278,13332.46205,11616.09803,1716.364011,52339,293831,,73.18343383,25.55107515,13.71176158,37.78083898,14.63,,13.1,13.1,,-1.53,-1.53,88.8,,29.84668087,,,,
1/04/1981,6404.320797,5379.602211,1024.718586,5.555204,188.1359273,977125.5249,,,,,,,,,,,,,,1.249746829,,,,106.69,,,,1991,2259,13540.32454,11831.33122,1708.993321,53747,311146,,74.34982892,25.71863748,13.98574171,38.63215969,16.69,,13.1,13.1,,-3.59,-3.59,89.5,,28.9829989,,,,
1/05/1981,6405.271892,5363.632185,1041.639707,5.5892368,189.2569675,964269.3134,,,,,,,,,,,,,,1.616593131,,,,101.8,,,,1957,2088,12991.4061,11161.5107,1829.895404,47272,356133,,75.69322234,25.91942328,14.2604633,39.54340953,16.28,,13.1,13.1,,-3.18,-3.18,90.8,,28.49421948,,,,
1/06/1981,6421.034043,5380.882617,1040.151425,5.3737254,180.3111869,966858.8816,,,,,,,,,,,,,,1.400067579,,,,100.68,,,,1956,2333,13845.055,11585.48297,2259.572032,53104,313885,,76.76062713,26.30263608,14.54650006,39.96970882,15.58,,13.1,13.1,,-2.48,-2.48,92.9,,28.77722768,,,,
1/07/1981,6418.892424,5383.777353,1035.115071,5.829769,197.8349287,968953.0179,,,,,,,,,,,,,,1.24081978,,,,95,,,,1772,2351,12888.4839,11151.30568,1737.178218,52100,374967,,78.06656736,26.655628,14.83266609,40.74577196,15.39,,13.75,13.9,,-1.64,-1.49,94.2,,27.68253934,,,,
1/08/1981,6434.569251,5393.485515,1041.083736,5.8465058,184.7682751,965092.3797,,,,,,,,,,,,,,1.185143587,,,,92.44,,,,1939,2253,13164.9612,11540.02424,1624.936962,56119,305458,,79.12738131,26.83428671,15.12373729,41.35896073,15.72,,15,15,,-0.72,-0.72,94.4,,27.05688459,,,,
1/09/1981,6459.749488,5411.553984,1048.195504,5.8126895,186.064163,977415.7232,,,,,,,,,,,,,,1.146690249,,,,95.26,,,,1932,2210,12967.18911,11115.12424,1852.064877,55545,621192,,80.15487184,27.03143972,15.38439333,41.97444766,15.35,,15,15,,-0.35,-0.35,93.8,,28.6878902,,,,
1/10/1981,6429.889044,5390.48223,1039.406813,5.8730067,190.1812772,965795.4444,,,,,,,,,,,,,,1.100272048,,,,98.08,,,,1797,2530,12814.82388,10962.04891,1852.774976,50283,308993,,81.26082751,27.19861487,15.64935001,42.69649834,14.69,,15,15,,0.31,0.31,93,,28.35781321,,,,
1/11/1981,6417.030904,5386.749717,1030.281187,5.9957804,192.1983656,957811.8771,,,,,,,,,,,,,,1.310840849,,,,98.3,,,,1847,2371,12289.11339,10757.94847,1531.164921,62045,213432,,82.22576932,27.34436181,15.87721699,43.33455861,14.62,,15,15,,0.38,0.38,91.2,,28.36049853,,,,
1/12/1981,6430.257525,5414.116593,1016.140933,6.0277405,199.3643445,969760.7036,,,,,,,,,,,,,,1.304838014,,,,95.42,,,,1820,2257,11479.86231,10125.23712,1354.625191,55763,431603,,83.51464931,27.51697096,16.12892684,44.24399698,15.54,,14.9,15,,-0.64,-0.54,90.5,,28.17863862,,,,
1/01/1982,6467.962018,5433.945427,1034.01659,5.9830331,204.4685752,966871.2028,,,,,,,,,,,,,,1.295145031,,,,90.58856804,,,,1919,2495,12006.58184,10305.21659,1701.365248,52716,354776,,85.06582372,27.68141228,16.39368377,45.35177864,16.21,,15,15,,-1.21,-1.21,90.1,,28.33720684,,,,
1/02/1982,6450.52551,5417.845882,1032.679628,6.3085045,197.2903714,968625.8314,,,,,,,,,,,,,,1.180354647,,,,92.19,,,,2061,2622,11141.83349,9788.471397,1353.362093,55384,369879,,86.18225853,27.86273473,16.63679197,46.0513507,17.12,,15.1,15.1,,-2.02,-2.02,89.2,,28.69392081,,,,
1/03/1982,6443.507844,5403.624084,1039.88376,6.3231825,202.5087964,967757.664,,,,,,,,,,,,,,1.189608453,,,,91.84,,,,2109,2723,11040.92937,9588.081878,1452.847487,56374,392074,,87.35926363,28.01463653,16.80589172,46.84152277,18.89,,15.2,15.15,,-3.69,-3.74,88.8,,27.27424358,,,,
1/04/1982,6455.726365,5403.134339,1052.592026,6.3338883,208.8976093,962712.2524,,,,,,,,,,,,,,1.258801426,,,,93.58,3518.7,,,2069,2692,10772.52439,9314.401747,1458.122646,55036,298249,,89.00389068,28.22690383,16.98488371,48.15555433,21.39,,15.3,15.2,,-6.09,-6.19,88.2,,27.2698275,,,,
1/05/1982,6432.949459,5386.059159,1046.8903,6.5931582,218.0158659,959590.9022,,,,,,,,,,,,,,1.199673535,,,,93.01,3527.7,,,2277,2562,10031.88811,8705.811354,1326.076761,52294,340197,,89.56404793,28.40854505,17.18929041,48.38629945,18.45,,16.4,16.4,,-2.05,-2.05,88,,27.2599148,,,,
1/06/1982,6421.018128,5374.371199,1046.646929,6.7664097,214.0661747,955438.3634,,,,,,,,,,,,,,1.452488564,,,,92.44,3561.5,,,2078,2551,9430.499529,8137.113319,1293.38621,53714,401171,,90.32852953,28.61782604,17.4131084,48.75173591,18.57,,16.4,16.4,,-2.17,-2.17,88.2,,26.62508128,,,,
1/07/1982,6420.389912,5359.559535,1060.830377,6.8861065,223.4337692,954994.9237,,,,,,,,,,,,,,0.185202112,,,,80.24,3553.9,,,2232,2630,10202.41609,8583.351092,1619.064994,52905,324913,,91.47091396,28.83584703,17.61258028,49.54940422,17.29,,16.4,16.4,,-0.89,-0.89,86.1,,26.92686926,,,,
1/08/1982,6416.536069,5340.675,1075.861069,7.0119496,236.845675,950415.4959,,,,,,,,,,,,,,0.59337837,,,,84.58,3581.8,,,2013,2522,9269.052929,7599.030349,1670.02258,54070,302256,,92.44875576,28.93986528,17.81221741,50.1884885,17.17,,16.6,16.5,,-0.57,-0.67,84.1,,27.17799034,,,,
1/09/1982,6401.153266,5333.562375,1067.590892,7.4297607,236.4825913,946573.822,,,,,,,,,,,,,,0.452029712,,,,82.73,3581.2,,,2181,2394,9068.25372,7417.195415,1651.058305,51543,280955,,93.35705948,29.06515941,18.02391355,50.79081149,15.46,,15.2,15.2,,-0.26,-0.26,83.8,,28.1997687,,,,
1/10/1982,6402.93652,5301.875733,1101.060787,8.2954543,271.1957835,952950.2348,,,,,,,,,,,,,,0.551294074,,,,80.88,3595.6,,,2211,2630,8687.845169,7379.158515,1308.686653,50636,297857,,93.99532165,29.22286801,18.15790576,51.16945238,14.57,,14.55,14.55,,-0.02,-0.02,83.9,,28.49362415,,,,
1/11/1982,6345.797108,5268.376221,1077.420886,8.6798198,284.3435911,938118.596,,,,,,,,,,,,,,0.464832565,,,,75.5,3651.7,,,2158,2444,8912.861367,7500.691048,1412.170319,51132,268468,,94.68264355,29.37662953,18.35363061,51.56266584,14.76,,14.6,14.6,,-0.16,-0.16,83.5,,28.54953401,,,,
1/12/1982,6295.756636,5198.330468,1097.426168,9.4026091,274.3938763,928746.6288,,,,,,,,,,,,,,0.540325961,,,,81.69,3650.4,,,2219,2463,9024.864946,7466.365066,1558.499881,53311,314279,,94.92487263,29.50426264,18.54430851,51.60965825,12.13,,14,14,,1.87,1.87,83.4,,28.0565476,,,,
1/01/1983,6294.853985,5199.007585,1095.8464,9.3004201,262.61296,921448.0379,,,,,,,,,,,,,,0.546189238,,,,85.75998196,3695.6,,,1961,2306,9367.938972,7458.015502,1909.923469,51129,322162,,95.74999951,29.64690218,18.70475569,52.10468628,10.65,,12.6,13,,1.95,2.35,83.6,,28.25934096,,,,
1/02/1983,6289.55595,5184.61786,1104.93809,9.6588013,270.3222016,922021.997,,,,,,,,,,,,,,0.596240458,,,,92.68,3821,,,2042,2370,10703.90959,7908.891921,2795.017666,50329,470202,,97.59365009,29.83482366,19.02370154,53.42360287,13.77,,13.4,13.6,,-0.37,-0.17,82.4,,28.96174819,,,,
1/03/1983,6256.077338,5160.817003,1095.260334,9.9513714,281.2257905,924182.9498,,,,,,,,,,,,,,0.572990741,,,,97.48,3822.8,,,2121,2491,10097.4758,7976.616157,2120.859639,51850,290540,,98.9440879,30.1366331,19.34603209,54.15367363,15.26,,14.4,14.4,,-0.86,-0.86,76.1,,30.55189228,,,,
1/04/1983,6233.130707,5167.431475,1065.699232,10.1526617,263.4788313,915603.8823,,,,,,,,,,,,,,0.539278486,,,,99.3,3885.2,,,2222,2434,10614.10492,8087.015939,2527.088977,51893,294082,,99.22739543,30.41526672,19.62524352,54.08298668,13.92,,13.5,14.1,,-0.42,0.18,76.2,,31.16177011,,,,
1/05/1983,6263.971838,5188.060576,1075.911262,10.3232775,290.0967512,918038.6379,,,,,,,,,,,,,,0.61258486,,,,97.27,3793.2,,,2198,2350,10821.96741,8767.969214,2053.9982,53750,342149,,99.80568852,30.58817838,19.86806386,54.27634875,12.15,,12.8,13.1,,0.65,0.95,77.6,,31.12249256,,,,
1/06/1983,6271.420697,5191.280507,1080.140189,10.2023837,286.5184393,921015.467,,,,,,,,,,,,,,0.528630286,,,,95.24,3839.4,,,2154,2491,10434.49557,8781.885153,1652.610421,54132,324147,,100.368899,30.79605624,20.05634112,54.53822023,14.24,,14.3,14.7,,0.06,0.46,77.7,,30.92624382,,,,
1/07/1983,6276.233301,5202.100433,1074.132867,10.5005928,276.6721415,923222.1433,,,,,,,,,,,,,,0.428218905,,,,98.3,3871.1,,,2182,2505,10714,8498,2216,57560,335138,,100.6338221,31.04024575,20.32672886,54.45767502,12.8,,14.3,14.8,,1.5,2,78.8,,30.67216918,,,,
1/08/1983,6283.122141,5202.198154,1080.923986,10.2196102,273.9422967,931097.9788,,,,,,,,,,,,,,0.557388488,,,,100.72,3945.5,,,2186,2485,11585,8795,2790,55953,398594,,101.1830204,31.30038928,20.53224625,54.57887525,12.16,,14.4,14.7,,2.24,2.54,79.6,,30.91375065,,,,
1/09/1983,6317.056286,5262.382472,1054.673814,10.3377919,271.0672774,932890.1366,,,,,,,,,,,,,,0.627774482,,,,103.58,3951.4,,,2317,2457,11975,9510,2465,58551,389221,,101.7417937,31.6275848,20.8316941,54.62366001,11.06,,13.5,14.15,,2.44,3.09,80.4,,30.25475303,,,,
1/10/1983,6317.302938,5242.415506,1074.887432,10.0081759,256.5442362,937989.1384,,,,,,,,,,,,,,0.645111788,,,,106.44,3972.3,,,2342,2554,12613,9751,2862,58692,413277,,102.0112212,31.87725515,21.07844235,54.52392013,10.94,,12.35,13.4,,1.41,2.46,81.7,,29.51673574,,,,
1/11/1983,6354.334378,5263.058261,1091.276117,9.6543877,255.550336,948158.8199,,,,,,,,,,,,,,0.580193431,,,,113.16,3983.3,,,2384,2470,12006,9615,2391,61731,353502,,103.5482465,32.13401775,21.46735333,55.47224046,10.55,,11.9,13.2,,1.35,2.65,82,,28.7211319,,,,
1/12/1983,6379.11869,5274.516408,1104.602283,9.4577717,239.2591195,947993.8295,,,,,,,,,,,,,,0.600862705,,,,118.83,4017.6,,,2523,2595,13028,10567,2461,62331,336589,,105.1846451,32.44225694,21.7886838,56.5899288,8.89,,12.8,13.5,,3.91,4.61,81.1,,28.89387843,,,,
1/01/1984,6377.688712,5273.082117,1104.606595,9.4984683,253.1203131,958483.0108,,,,,,,,,,,,,,0.620528863,,,,122.1751706,4039.3,,,2389,2677,12213,9694,2519,57468,363138,,106.2146662,32.76278151,22.1517379,56.97696592,9.76,,12.9,13.5,,3.14,3.74,83.5,,28.76363373,,,,
1/02/1984,6392.230076,5282.520571,1109.709505,9.3856633,250.659562,946616.58,,,,,,,,,,,,,,0.649588203,,,,120.98,4061.2,,,2362,2709,13316,10219,3097,64265,378750,,107.0577099,33.09223484,22.49924662,57.22642886,12.04,,13.15,14,,1.11,1.96,84.2,,28.00537335,,,,
1/03/1984,6447.995758,5328.26082,1119.734938,9.2083534,253.8874205,957577.4545,,,,,,,,,,,,,,0.633330301,,,,120.8,4098.9,,,2456,2896,13683,10339,3344,69876,439917,,108.893812,33.44442242,22.79968828,58.39429829,13.77,,13.25,14.1,,-0.52,0.33,82.9,,28.12435833,,,,
1/04/1984,6454.266154,5319.466452,1134.799702,9.3712419,261.5601683,971031.008,,,,,,,,,,,,,,0.674806247,,,,120.62,4097.7,,,2390,2574,13702,10755,2947,65499,459611,,110.6320247,33.82887684,23.3731351,59.37741139,13.88,,13,13.9,,-0.88,0.02,82.6,,28.06765935,,,,
1/05/1984,6479.670357,5339.620291,1140.050065,8.9365553,255.5378514,971080.9257,,,,,,,,,,,,,,0.61248663,,,,118.05,4122.3,,,2541,3016,14234,10604,3630,70596,473634,,111.3813989,34.32088577,23.80496076,59.3421297,13.78,,13.2,14.15,,-0.58,0.37,81.6,,28.31995698,,,,
1/06/1984,6501.91323,5364.029715,1137.883515,9.0951678,250.7779324,969533.8299,,,,,,,,,,,,,,0.632631421,,,,115.48,4093.2,,,2679,3051,13087,10239,2848,69949,412506,,114.0871068,34.58906429,23.85582059,61.64335172,12.81,,12.95,13.75,,0.14,0.94,79.2,,28.69232112,,,,
1/07/1984,6510.122549,5358.027492,1152.095057,8.9018247,255.6396686,970242.7834,,,,,,,,,,,,,,0.638292313,,,,116.74,4223.6,,,2846,3363,13596,10431,3165,63819,501708,,115.396948,34.45742877,24.14284663,62.80410827,12.3,,12.75,13.15,,0.45,0.85,78.7,,28.94488331,,,,
1/08/1984,6508.144689,5373.141221,1135.003469,8.8291136,246.3791406,974099.3936,,,,,,,,,,,,,,0.729996395,,,,118.16,4165.1,,,2831,3170,13948,10684,3264,66338,407464,,118.4178073,35.21628746,24.5160254,64.72102934,11.56,,12.15,12.8,,0.59,1.24,80.1,,28.81054864,,,,
1/09/1984,6538.205066,5366.173815,1172.031251,8.7346331,253.2785168,972121.8194,,,,,,,,,,,,,,0.803505668,,,,117.92,4192.8,,,2857,3393,12787,9974,2813,70203,382407,,120.7478232,35.73294454,24.88077893,66.1747844,10.53,,12.6,13.1,,2.07,2.57,80.3,,28.78562416,,,,
1/10/1984,6534.732512,5372.628119,1162.104393,8.6954523,254.6362658,973668.7853,,,,,,,,,,,,,,0.71004486,,,,117.68,4244.7,,,2723,3145,13266,10044,3222,72544,485787,,123.1261428,36.22738422,25.36317478,67.67206959,11.17,,12.85,13.2,,1.68,2.03,82,,28.68014027,,,,
1/11/1984,6550.064743,5399.056298,1151.008445,8.6789211,248.2198946,971833.687,,,,,,,,,,,,,,0.602454808,,,,116.04,4287,,,2851,3289,13627,10017,3610,77446,660980,,125.1702161,36.74106735,25.62957452,68.94813494,11.26,,13,13.25,,1.74,1.99,83.5,,28.48406633,,,,
1/12/1984,6553.84525,5408.859011,1144.986239,8.5198229,231.9876426,977412.0319,,,,,,,,,,,,,,0.589072495,,,,114.4,4301.7,,,2703,3204,13360,9959,3401,77073,604509,,127.0502702,37.28690615,26.11203004,70.01209496,12.34,,13.1,13.4,,0.76,1.06,81.3,,28.30969145,,,,
